"http_reply_code";"http_method";"duration_milliseconds";"content_type";"server_or_cache_address";"time";"squid_hierarchy";"bytes";"url";"client_address";"etiqueta"
200;"GET";297;"image/gif";"69.147.76.50";"08:30:39";"DIRECT";1244;"http://z.analytics.yahoo.com/p.pl?a=1000115488662&dpid=448168011&vp=163040469&vpm=163040469&vid=8d665f23-47e6-3e04-b60a-0027a0b69a1c&vn=El%20drama%20de%20un%20ni%C3%B1o%20argentino&vpos=50&vstpos=0&vq=1&rn=0.2392722688517238";"192.168.4.4";"allow"
200;"GET";301;"image/gif";"192.168.4.4";"08:30:39";"DEFAULT_PARENT";1294;"http://z.analytics.yahoo.com/p.pl?a=1000115488662&dpid=448168011&vp=163040469&vpm=163040469&vid=8d665f23-47e6-3e04-b60a-0027a0b69a1c&vn=El%20drama%20de%20un%20ni%C3%B1o%20argentino&vpos=50&vstpos=0&vq=1&rn=0.2392722688517238";"10.159.46.201";"allow"
200;"GET";55921;"text/plain";"108.160.16.108";"08:30:40";"DIRECT";276;"http://notify7.dropbox.com/subscribe?host_int=535365723&ns_map=244891424_116209008416,2197475_6039993219668871139,2216552_5164226628982788712,103713897_463960181865,4091339_583844943550639563,85768591_970748377487,260683766_330973165558,197680378_120456764666&user_id=1216806&nid=2&ts=1367303381";"192.168.4.4";"deny"
200;"GET";55962;"text/plain";"192.168.4.4";"08:30:40";"DEFAULT_PARENT";326;"http://notify7.dropbox.com/subscribe?host_int=535365723&ns_map=244891424_116209008416,2197475_6039993219668871139,2216552_5164226628982788712,103713897_463960181865,4091339_583844943550639563,85768591_970748377487,260683766_330973165558,197680378_120456764666&user_id=1216806&nid=2&ts=1367303381";"10.159.232.20";"deny"
200;"GET";40112;"text/plain";"69.171.246.16";"08:30:41";"DIRECT";495;"http://6-act.channel.facebook.com/pull?channel=p_100000884866743&seq=10&partition=31&clientid=6cc8123e&cb=el0e&idle=1666";"192.168.4.4";"deny"
200;"GET";40157;"text/plain";"192.168.4.4";"08:30:41";"DEFAULT_PARENT";545;"http://6-act.channel.facebook.com/pull?channel=p_100000884866743&seq=10&partition=31&clientid=6cc8123e&cb=el0e&idle=1666";"10.159.154.21";"deny"
304;"GET";61;"application/pkix-crl";"90.84.53.82";"08:30:41";"DIRECT";336;"http://crl.microsoft.com/pki/crl/products/CodeSignPCA2.crl";"192.168.4.4";"allow"
304;"GET";63;"application/pkix-crl";"192.168.4.4";"08:30:41";"DEFAULT_PARENT";386;"http://crl.microsoft.com/pki/crl/products/CodeSignPCA2.crl";"10.159.76.30";"allow"
403;"GET";2;"text/html";"11.00.11";"08:30:42";"NONE";17939;"http://2.realtime.services.box.net/subscribe?clientId=253e470b-5a20-4c67-a418-9dd0b43fa440&stream_type=sync&qsn=1355820887483&channel=548dd254eb8ff70687cd";"10.159.49.111";"no_label"
200;"GET";491;"application/octet-stream";"8.27.153.126";"08:30:43";"DIRECT";670214;"http://au.download.windowsupdate.com/msdownload/update/software/uprl/2013/02/wu-ie10-kb2718695-x64-es-es_e7e82bb85ebb8119220e42f524a48f9d510b0432.exe";"192.168.4.4";"allow"
200;"GET";55599;"text/plain";"108.160.163.50";"08:30:43";"DIRECT";276;"http://notify9.dropbox.com/subscribe?host_int=535450575&ns_map=34233704_60163775848,34234167_25705413500727,248425455_26018229231&user_id=21750648&nid=0&ts=1367303387";"192.168.4.4";"deny"
200;"GET";649;"application/octet-stream";"192.168.4.4";"08:30:43";"DEFAULT_PARENT";77115;"http://au.download.windowsupdate.com/msdownload/update/software/uprl/2013/02/wu-ie10-kb2718695-x64-es-es_e7e82bb85ebb8119220e42f524a48f9d510b0432.exe";"10.159.76.30";"allow"
200;"GET";55639;"text/plain";"192.168.4.4";"08:30:43";"DEFAULT_PARENT";326;"http://notify9.dropbox.com/subscribe?host_int=535450575&ns_map=34233704_60163775848,34234167_25705413500727,248425455_26018229231&user_id=21750648&nid=0&ts=1367303387";"10.159.22.252";"deny"
200;"GET";168;"text/html";"82.199.80.141";"08:30:44";"DIRECT";669;"http://bs.serving-sys.com/BurstingPipe/adServer.bs?cn=int&iv=2&int=13801365%7E%7E0%7E%7E1086228%7E%7E1883369991111855718%5EVsR%7E0%7E0%7E01020%5EebAdDuration%7E72%7E0%7E01020&usercookie=u2=7e68dac4-e089-4a38-a85a-a3fbd721f4a8&OptOut=0&ebRandom=0.19394262388382144&flv=11.6602&wmpv=0&res=16";"192.168.4.4";"no_label"
200;"GET";171;"text/html";"192.168.4.4";"08:30:44";"DEFAULT_PARENT";719;"http://bs.serving-sys.com/BurstingPipe/adServer.bs?cn=int&iv=2&int=13801365%7E%7E0%7E%7E1086228%7E%7E1883369991111855718%5EVsR%7E0%7E0%7E01020%5EebAdDuration%7E72%7E0%7E01020&usercookie=u2=7e68dac4-e089-4a38-a85a-a3fbd721f4a8&OptOut=0&ebRandom=0.19394262388382144&flv=11.6602&wmpv=0&res=16";"10.159.46.201";"no_label"
0;"GET";0;"null";"1.11.11.11";"08:30:45";"DIRECT";0;"http://tr.adinterax.com/tr/yahoo_europe%2C2013%2FExpandables%2F66168032_coty_exp_omarf%2CC%3D66168032_coty_exp_omarf%2CP%3DYAHOO_ES%2CA%3DCoty_ES%2CL%3Domarf%2CK%3D10954499/0.008461290416773126/0/ei/906/l0s.0%2Ci%3Abase.0/74267/tt/b.gif";"10.159.46.201";"allow"
0;"GET";0;"null";"192.168.4.4";"08:30:45";"DEFAULT_PARENT";0;"http://geo.yahoo.com/t";"10.159.46.201";"allow"
200;"GET";165;"image/gif";"188.125.82.155";"08:30:45";"DIRECT";556;"http://geo.yahoo.com/t";"192.168.4.4";"allow"
304;"GET";62;"application/pkix-crl";"90.84.53.82";"08:30:46";"DIRECT";337;"http://crl.microsoft.com/pki/crl/products/WinPCA.crl";"192.168.4.4";"allow"
304;"GET";65;"application/pkix-crl";"192.168.4.4";"08:30:46";"DEFAULT_PARENT";387;"http://crl.microsoft.com/pki/crl/products/WinPCA.crl";"10.159.76.30";"allow"
200;"GET";460;"application/octet-stream";"8.27.153.126";"08:30:48";"DIRECT";670214;"http://au.download.windowsupdate.com/msdownload/update/software/uprl/2013/02/wu-ie10-kb2718695-x64-es-es_e7e82bb85ebb8119220e42f524a48f9d510b0432.exe";"192.168.4.4";"allow"
200;"GET";626;"application/octet-stream";"192.168.4.4";"08:30:48";"DEFAULT_PARENT";120019;"http://au.download.windowsupdate.com/msdownload/update/software/uprl/2013/02/wu-ie10-kb2718695-x64-es-es_e7e82bb85ebb8119220e42f524a48f9d510b0432.exe";"10.159.76.30";"allow"
200;"GET";458;"application/javascript";"199.59.148.147";"08:30:49";"DIRECT";728;"http://syndication.twimg.com/widgets/timelines/paged/306366531695165440?domain=as.com&lang=es&since_id=329116274925899777&callback=twttr.tfw.callbacks.tlPoll_306366531695165440_329116274925899777&suppress_response_codes=true";"192.168.4.4";"no_label"
200;"GET";462;"application/javascript";"192.168.4.4";"08:30:49";"DEFAULT_PARENT";778;"http://syndication.twimg.com/widgets/timelines/paged/306366531695165440?domain=as.com&lang=es&since_id=329116274925899777&callback=twttr.tfw.callbacks.tlPoll_306366531695165440_329116274925899777&suppress_response_codes=true";"10.159.154.21";"no_label"
200;"GET";755;"text/plain";"212.85.38.109";"08:30:49";"DIRECT";637;"http://www.cucal.com/correo/?_task=mail&_action=check-recent&_t=1367303460936&_remote=1&_=1367303460936&_unlock=1";"192.168.4.4";"no_label"
200;"GET";759;"text/plain";"192.168.4.4";"08:30:49";"DEFAULT_PARENT";687;"http://www.cucal.com/correo/?_task=mail&_action=check-recent&_t=1367303460936&_remote=1&_=1367303460936&_unlock=1";"10.159.170.18";"no_label"
304;"GET";146;"application/pkix-crl";"94.245.70.68";"08:30:51";"DIRECT";286;"http://mscrl.microsoft.com/pki/mscorp/crl/mswww(5).crl";"192.168.4.4";"allow"
304;"GET";147;"application/pkix-crl";"192.168.4.4";"08:30:51";"DEFAULT_PARENT";336;"http://mscrl.microsoft.com/pki/mscorp/crl/mswww(5).crl";"10.159.76.30";"allow"
200;"GET";464;"application/octet-stream";"8.27.153.126";"08:30:52";"DIRECT";670214;"http://au.download.windowsupdate.com/msdownload/update/software/uprl/2013/02/wu-ie10-kb2718695-x64-es-es_e7e82bb85ebb8119220e42f524a48f9d510b0432.exe";"192.168.4.4";"allow"
200;"GET";623;"application/octet-stream";"192.168.4.4";"08:30:52";"DEFAULT_PARENT";106960;"http://au.download.windowsupdate.com/msdownload/update/software/uprl/2013/02/wu-ie10-kb2718695-x64-es-es_e7e82bb85ebb8119220e42f524a48f9d510b0432.exe";"10.159.76.30";"allow"
200;"HEAD";75;"application/octet-stream";"8.27.153.126";"08:30:53";"DIRECT";380;"http://au.download.windowsupdate.com/msdownload/update/software/uprl/2013/02/wu-ie10-kb2718695-x64-eu-es_13bdef62bd0b6cc858db8158de2a26db8b007f95.exe";"192.168.4.4";"allow"
200;"HEAD";78;"application/octet-stream";"192.168.4.4";"08:30:53";"DEFAULT_PARENT";465;"http://au.download.windowsupdate.com/msdownload/update/software/uprl/2013/02/wu-ie10-kb2718695-x64-eu-es_13bdef62bd0b6cc858db8158de2a26db8b007f95.exe";"10.159.76.30";"allow"
200;"HEAD";160;"application/octet-stream";"8.27.153.126";"08:30:53";"DIRECT";379;"http://au.download.windowsupdate.com/msdownload/update/software/uprl/2013/02/wu-ie10-kb2718695-x64-es-es_e7e82bb85ebb8119220e42f524a48f9d510b0432.exe";"192.168.4.4";"allow"
200;"HEAD";163;"application/octet-stream";"192.168.4.4";"08:30:53";"DEFAULT_PARENT";464;"http://au.download.windowsupdate.com/msdownload/update/software/uprl/2013/02/wu-ie10-kb2718695-x64-es-es_e7e82bb85ebb8119220e42f524a48f9d510b0432.exe";"10.159.76.30";"allow"
403;"GET";2;"text/html";"11.00.11";"08:30:53";"NONE";17939;"http://2.realtime.services.box.net/subscribe?clientId=253e470b-5a20-4c67-a418-9dd0b43fa440&stream_type=sync&qsn=1355820887483&channel=548dd254eb8ff70687cd";"10.159.49.111";"no_label"
304;"GET";100;"null";"91.189.92.176";"08:30:53";"DIRECT";342;"http://archive.ubuntu.com/ubuntu/dists/precise/Release.gpg";"192.168.4.4";"allow"
304;"GET";99;"null";"91.189.92.177";"08:30:53";"DIRECT";344;"http://archive.ubuntu.com/ubuntu/dists/precise-updates/Release.gpg";"192.168.4.4";"allow"
304;"GET";104;"null";"192.168.4.4";"08:30:53";"DEFAULT_PARENT";392;"http://archive.ubuntu.com/ubuntu/dists/precise/Release.gpg";"10.159.207.18";"allow"
304;"GET";105;"null";"192.168.4.4";"08:30:53";"DEFAULT_PARENT";394;"http://archive.ubuntu.com/ubuntu/dists/precise-updates/Release.gpg";"10.159.207.18";"allow"
304;"GET";119;"null";"91.189.95.83";"08:30:53";"DIRECT";365;"http://ppa.launchpad.net/a-v-shkop/chromium/ubuntu/dists/precise/Release.gpg";"192.168.4.4";"allow"
304;"GET";123;"null";"192.168.4.4";"08:30:53";"DEFAULT_PARENT";415;"http://ppa.launchpad.net/a-v-shkop/chromium/ubuntu/dists/precise/Release.gpg";"10.159.207.18";"allow"
304;"GET";126;"null";"91.189.92.191";"08:30:53";"DIRECT";258;"http://archive.canonical.com/ubuntu/dists/precise/Release.gpg";"192.168.4.4";"allow"
304;"GET";131;"null";"192.168.4.4";"08:30:53";"DEFAULT_PARENT";308;"http://archive.canonical.com/ubuntu/dists/precise/Release.gpg";"10.159.207.18";"allow"
304;"GET";129;"null";"91.189.95.83";"08:30:53";"DIRECT";365;"http://ppa.launchpad.net/auanswers/canon64/ubuntu/dists/precise/Release.gpg";"192.168.4.4";"allow"
304;"GET";134;"null";"192.168.4.4";"08:30:53";"DEFAULT_PARENT";415;"http://ppa.launchpad.net/auanswers/canon64/ubuntu/dists/precise/Release.gpg";"10.159.207.18";"allow"
304;"GET";53;"null";"91.189.92.177";"08:30:53";"DIRECT";344;"http://archive.ubuntu.com/ubuntu/dists/precise/Release";"192.168.4.4";"allow"
304;"GET";57;"null";"192.168.4.4";"08:30:53";"DEFAULT_PARENT";394;"http://archive.ubuntu.com/ubuntu/dists/precise/Release";"10.159.207.18";"allow"
200;"GET";551;"application/octet-stream";"8.27.153.126";"08:30:53";"DIRECT";670214;"http://au.download.windowsupdate.com/msdownload/update/software/uprl/2013/02/wu-ie10-kb2718695-x64-es-es_e7e82bb85ebb8119220e42f524a48f9d510b0432.exe";"192.168.4.4";"allow"
304;"GET";52;"null";"91.189.92.191";"08:30:53";"DIRECT";260;"http://archive.canonical.com/ubuntu/dists/precise/Release";"192.168.4.4";"allow"
304;"GET";51;"null";"91.189.95.83";"08:30:53";"DIRECT";366;"http://ppa.launchpad.net/a-v-shkop/chromium/ubuntu/dists/precise/Release";"192.168.4.4";"allow"
304;"GET";55;"null";"192.168.4.4";"08:30:53";"DEFAULT_PARENT";310;"http://archive.canonical.com/ubuntu/dists/precise/Release";"10.159.207.18";"allow"
304;"GET";56;"null";"91.189.92.177";"08:30:53";"DIRECT";346;"http://archive.ubuntu.com/ubuntu/dists/precise-updates/Release";"192.168.4.4";"allow"
304;"GET";60;"null";"192.168.4.4";"08:30:53";"DEFAULT_PARENT";396;"http://archive.ubuntu.com/ubuntu/dists/precise-updates/Release";"10.159.207.18";"allow"
304;"GET";264;"null";"91.189.91.15";"08:30:53";"DIRECT";360;"http://security.ubuntu.com/ubuntu/dists/precise-security/Release.gpg";"192.168.4.4";"allow"
304;"GET";269;"null";"192.168.4.4";"08:30:53";"DEFAULT_PARENT";410;"http://security.ubuntu.com/ubuntu/dists/precise-security/Release.gpg";"10.159.207.18";"allow"
304;"GET";125;"null";"88.191.127.22";"08:30:53";"DIRECT";248;"http://packages.medibuntu.org/dists/precise/Release.gpg";"192.168.4.4";"no_label"
304;"GET";127;"null";"192.168.4.4";"08:30:53";"DEFAULT_PARENT";298;"http://packages.medibuntu.org/dists/precise/Release.gpg";"10.159.207.18";"no_label"
304;"GET";66;"null";"91.189.92.191";"08:30:53";"DIRECT";260;"http://archive.canonical.com/ubuntu/dists/precise/partner/binary-amd64/Packages.bz2";"192.168.4.4";"allow"
304;"GET";68;"null";"192.168.4.4";"08:30:53";"DEFAULT_PARENT";310;"http://archive.canonical.com/ubuntu/dists/precise/partner/binary-amd64/Packages.bz2";"10.159.207.18";"allow"
304;"GET";60;"null";"91.189.92.177";"08:30:53";"DIRECT";346;"http://archive.ubuntu.com/ubuntu/dists/precise/main/binary-amd64/Packages.bz2";"192.168.4.4";"allow"
304;"GET";60;"null";"91.189.92.176";"08:30:53";"DIRECT";344;"http://archive.ubuntu.com/ubuntu/dists/precise/restricted/binary-amd64/Packages.bz2";"192.168.4.4";"allow"
200;"GET";175;"text/plain";"91.189.95.83";"08:30:53";"DIRECT";786;"http://ppa.launchpad.net/debfx/virtualbox/ubuntu/dists/precise/Release.gpg";"192.168.4.4";"allow"
304;"GET";63;"null";"192.168.4.4";"08:30:53";"DEFAULT_PARENT";396;"http://archive.ubuntu.com/ubuntu/dists/precise/main/binary-amd64/Packages.bz2";"10.159.207.18";"allow"
304;"GET";64;"null";"192.168.4.4";"08:30:53";"DEFAULT_PARENT";394;"http://archive.ubuntu.com/ubuntu/dists/precise/restricted/binary-amd64/Packages.bz2";"10.159.207.18";"allow"
200;"GET";180;"text/plain";"192.168.4.4";"08:30:53";"DEFAULT_PARENT";836;"http://ppa.launchpad.net/debfx/virtualbox/ubuntu/dists/precise/Release.gpg";"10.159.207.18";"allow"
304;"GET";179;"null";"192.168.4.4";"08:30:53";"DEFAULT_PARENT";416;"http://ppa.launchpad.net/a-v-shkop/chromium/ubuntu/dists/precise/Release";"10.159.207.18";"allow"
200;"GET";367;"application/octet-stream";"204.45.82.194";"08:30:53";"DIRECT";495;"http://packages.linuxmint.com/dists/maya/Release.gpg";"192.168.4.4";"allow"
200;"GET";371;"application/octet-stream";"192.168.4.4";"08:30:53";"DEFAULT_PARENT";545;"http://packages.linuxmint.com/dists/maya/Release.gpg";"10.159.207.18";"allow"
304;"GET";53;"null";"91.189.92.191";"08:30:53";"DIRECT";260;"http://archive.canonical.com/ubuntu/dists/precise/partner/binary-i386/Packages.bz2";"192.168.4.4";"allow"
304;"GET";45;"null";"91.189.92.176";"08:30:53";"DIRECT";346;"http://archive.ubuntu.com/ubuntu/dists/precise/universe/binary-amd64/Packages.bz2";"192.168.4.4";"allow"
304;"GET";45;"null";"91.189.92.177";"08:30:53";"DIRECT";345;"http://archive.ubuntu.com/ubuntu/dists/precise/multiverse/binary-amd64/Packages.bz2";"192.168.4.4";"allow"
304;"GET";56;"null";"192.168.4.4";"08:30:53";"DEFAULT_PARENT";310;"http://archive.canonical.com/ubuntu/dists/precise/partner/binary-i386/Packages.bz2";"10.159.207.18";"allow"
304;"GET";50;"null";"192.168.4.4";"08:30:53";"DEFAULT_PARENT";396;"http://archive.ubuntu.com/ubuntu/dists/precise/universe/binary-amd64/Packages.bz2";"10.159.207.18";"allow"
304;"GET";50;"null";"192.168.4.4";"08:30:53";"DEFAULT_PARENT";395;"http://archive.ubuntu.com/ubuntu/dists/precise/multiverse/binary-amd64/Packages.bz2";"10.159.207.18";"allow"
304;"GET";52;"null";"91.189.95.83";"08:30:53";"DIRECT";366;"http://ppa.launchpad.net/debfx/virtualbox/ubuntu/dists/precise/Release";"192.168.4.4";"allow"
304;"GET";135;"null";"91.189.91.15";"08:30:53";"DIRECT";362;"http://security.ubuntu.com/ubuntu/dists/precise-security/Release";"192.168.4.4";"allow"
304;"GET";138;"null";"192.168.4.4";"08:30:53";"DEFAULT_PARENT";412;"http://security.ubuntu.com/ubuntu/dists/precise-security/Release";"10.159.207.18";"allow"
304;"GET";116;"null";"88.191.127.22";"08:30:53";"DIRECT";250;"http://packages.medibuntu.org/dists/precise/Release";"192.168.4.4";"no_label"
304;"GET";119;"null";"192.168.4.4";"08:30:53";"DEFAULT_PARENT";300;"http://packages.medibuntu.org/dists/precise/Release";"10.159.207.18";"no_label"
304;"GET";96;"null";"91.189.95.83";"08:30:53";"DIRECT";366;"http://ppa.launchpad.net/auanswers/canon64/ubuntu/dists/precise/Release";"192.168.4.4";"allow"
304;"GET";46;"null";"91.189.92.176";"08:30:53";"DIRECT";344;"http://archive.ubuntu.com/ubuntu/dists/precise/restricted/binary-i386/Packages.bz2";"192.168.4.4";"allow"
304;"GET";47;"null";"91.189.92.177";"08:30:53";"DIRECT";346;"http://archive.ubuntu.com/ubuntu/dists/precise/main/binary-i386/Packages.bz2";"192.168.4.4";"allow"
304;"GET";98;"null";"192.168.4.4";"08:30:53";"DEFAULT_PARENT";416;"http://ppa.launchpad.net/auanswers/canon64/ubuntu/dists/precise/Release";"10.159.207.18";"allow"
404;"GET";106;"text/html";"91.189.92.150";"08:30:53";"DIRECT";607;"http://archive.canonical.com/ubuntu/dists/precise/partner/i18n/Index";"192.168.4.4";"allow"
304;"GET";98;"null";"192.168.4.4";"08:30:53";"DEFAULT_PARENT";416;"http://ppa.launchpad.net/debfx/virtualbox/ubuntu/dists/precise/Release";"10.159.207.18";"allow"
304;"GET";50;"null";"192.168.4.4";"08:30:53";"DEFAULT_PARENT";396;"http://archive.ubuntu.com/ubuntu/dists/precise/main/binary-i386/Packages.bz2";"10.159.207.18";"allow"
304;"GET";51;"null";"192.168.4.4";"08:30:53";"DEFAULT_PARENT";394;"http://archive.ubuntu.com/ubuntu/dists/precise/restricted/binary-i386/Packages.bz2";"10.159.207.18";"allow"
404;"GET";113;"text/html";"192.168.4.4";"08:30:53";"DEFAULT_PARENT";687;"http://archive.canonical.com/ubuntu/dists/precise/partner/i18n/Index";"10.159.207.18";"allow"
200;"GET";810;"application/octet-stream";"192.168.4.4";"08:30:53";"DEFAULT_PARENT";670264;"http://au.download.windowsupdate.com/msdownload/update/software/uprl/2013/02/wu-ie10-kb2718695-x64-es-es_e7e82bb85ebb8119220e42f524a48f9d510b0432.exe";"10.159.76.30";"allow"
304;"GET";56;"null";"91.189.92.177";"08:30:54";"DIRECT";346;"http://archive.ubuntu.com/ubuntu/dists/precise/universe/binary-i386/Packages.bz2";"192.168.4.4";"allow"
304;"GET";56;"null";"91.189.92.176";"08:30:54";"DIRECT";345;"http://archive.ubuntu.com/ubuntu/dists/precise/multiverse/binary-i386/Packages.bz2";"192.168.4.4";"allow"
304;"GET";54;"null";"91.189.95.83";"08:30:54";"DIRECT";365;"http://ppa.launchpad.net/a-v-shkop/chromium/ubuntu/dists/precise/main/binary-amd64/Packages.bz2";"192.168.4.4";"allow"
404;"GET";52;"text/html";"91.189.92.150";"08:30:54";"DIRECT";620;"http://archive.canonical.com/ubuntu/dists/precise/partner/i18n/Translation-en.bz2";"192.168.4.4";"allow"
304;"GET";55;"null";"91.189.95.83";"08:30:54";"DIRECT";365;"http://ppa.launchpad.net/a-v-shkop/chromium/ubuntu/dists/precise/main/source/Sources.bz2";"192.168.4.4";"allow"
304;"GET";62;"null";"192.168.4.4";"08:30:54";"DEFAULT_PARENT";396;"http://archive.ubuntu.com/ubuntu/dists/precise/universe/binary-i386/Packages.bz2";"10.159.207.18";"allow"
304;"GET";63;"null";"192.168.4.4";"08:30:54";"DEFAULT_PARENT";395;"http://archive.ubuntu.com/ubuntu/dists/precise/multiverse/binary-i386/Packages.bz2";"10.159.207.18";"allow"
304;"GET";63;"null";"192.168.4.4";"08:30:54";"DEFAULT_PARENT";415;"http://ppa.launchpad.net/a-v-shkop/chromium/ubuntu/dists/precise/main/source/Sources.bz2";"10.159.207.18";"allow"
304;"GET";63;"null";"192.168.4.4";"08:30:54";"DEFAULT_PARENT";415;"http://ppa.launchpad.net/a-v-shkop/chromium/ubuntu/dists/precise/main/binary-amd64/Packages.bz2";"10.159.207.18";"allow"
404;"GET";61;"text/html";"192.168.4.4";"08:30:54";"DEFAULT_PARENT";700;"http://archive.canonical.com/ubuntu/dists/precise/partner/i18n/Translation-en.bz2";"10.159.207.18";"allow"
304;"GET";99;"null";"88.191.127.22";"08:30:54";"DIRECT";249;"http://packages.medibuntu.org/dists/precise/free/binary-amd64/Packages.bz2";"192.168.4.4";"no_label"
304;"GET";103;"null";"192.168.4.4";"08:30:54";"DEFAULT_PARENT";299;"http://packages.medibuntu.org/dists/precise/free/binary-amd64/Packages.bz2";"10.159.207.18";"no_label"
304;"GET";56;"null";"91.189.92.176";"08:30:54";"DIRECT";259;"http://archive.ubuntu.com/ubuntu/dists/precise/main/i18n/Index";"192.168.4.4";"allow"
304;"GET";54;"null";"91.189.92.177";"08:30:54";"DIRECT";259;"http://archive.ubuntu.com/ubuntu/dists/precise/multiverse/i18n/Index";"192.168.4.4";"allow"
304;"GET";60;"null";"192.168.4.4";"08:30:54";"DEFAULT_PARENT";309;"http://archive.ubuntu.com/ubuntu/dists/precise/main/i18n/Index";"10.159.207.18";"allow"
304;"GET";60;"null";"192.168.4.4";"08:30:54";"DEFAULT_PARENT";309;"http://archive.ubuntu.com/ubuntu/dists/precise/multiverse/i18n/Index";"10.159.207.18";"allow"
304;"GET";62;"null";"91.189.95.83";"08:30:54";"DIRECT";365;"http://ppa.launchpad.net/a-v-shkop/chromium/ubuntu/dists/precise/main/binary-i386/Packages.bz2";"192.168.4.4";"allow"
304;"GET";125;"null";"91.189.91.15";"08:30:54";"DIRECT";363;"http://security.ubuntu.com/ubuntu/dists/precise-security/main/binary-amd64/Packages.bz2";"192.168.4.4";"allow"
404;"GET";61;"text/html";"91.189.92.150";"08:30:54";"DIRECT";620;"http://archive.canonical.com/ubuntu/dists/precise/partner/i18n/Translation-es.bz2";"192.168.4.4";"allow"
404;"GET";63;"text/html";"91.189.95.83";"08:30:54";"DIRECT";619;"http://ppa.launchpad.net/a-v-shkop/chromium/ubuntu/dists/precise/main/i18n/Index";"192.168.4.4";"allow"
304;"GET";67;"null";"192.168.4.4";"08:30:54";"DEFAULT_PARENT";415;"http://ppa.launchpad.net/a-v-shkop/chromium/ubuntu/dists/precise/main/binary-i386/Packages.bz2";"10.159.207.18";"allow"
304;"GET";133;"null";"192.168.4.4";"08:30:54";"DEFAULT_PARENT";413;"http://security.ubuntu.com/ubuntu/dists/precise-security/main/binary-amd64/Packages.bz2";"10.159.207.18";"allow"
404;"GET";71;"text/html";"192.168.4.4";"08:30:54";"DEFAULT_PARENT";699;"http://ppa.launchpad.net/a-v-shkop/chromium/ubuntu/dists/precise/main/i18n/Index";"10.159.207.18";"allow"
404;"GET";103;"text/html";"192.168.4.4";"08:30:54";"DEFAULT_PARENT";700;"http://archive.canonical.com/ubuntu/dists/precise/partner/i18n/Translation-es.bz2";"10.159.207.18";"allow"
304;"GET";62;"null";"91.189.92.177";"08:30:54";"DIRECT";259;"http://archive.ubuntu.com/ubuntu/dists/precise/restricted/i18n/Index";"192.168.4.4";"allow"
304;"GET";62;"null";"91.189.92.176";"08:30:54";"DIRECT";259;"http://archive.ubuntu.com/ubuntu/dists/precise/universe/i18n/Index";"192.168.4.4";"allow"
304;"GET";65;"null";"192.168.4.4";"08:30:54";"DEFAULT_PARENT";309;"http://archive.ubuntu.com/ubuntu/dists/precise/restricted/i18n/Index";"10.159.207.18";"allow"
304;"GET";65;"null";"192.168.4.4";"08:30:54";"DEFAULT_PARENT";309;"http://archive.ubuntu.com/ubuntu/dists/precise/universe/i18n/Index";"10.159.207.18";"allow"
304;"GET";70;"null";"91.189.95.83";"08:30:54";"DIRECT";365;"http://ppa.launchpad.net/auanswers/canon64/ubuntu/dists/precise/main/binary-amd64/Packages.bz2";"192.168.4.4";"allow"
304;"GET";70;"null";"91.189.95.83";"08:30:54";"DIRECT";365;"http://ppa.launchpad.net/auanswers/canon64/ubuntu/dists/precise/main/source/Sources.bz2";"192.168.4.4";"allow"
304;"GET";73;"null";"192.168.4.4";"08:30:54";"DEFAULT_PARENT";415;"http://ppa.launchpad.net/auanswers/canon64/ubuntu/dists/precise/main/source/Sources.bz2";"10.159.207.18";"allow"
304;"GET";73;"null";"192.168.4.4";"08:30:54";"DEFAULT_PARENT";415;"http://ppa.launchpad.net/auanswers/canon64/ubuntu/dists/precise/main/binary-amd64/Packages.bz2";"10.159.207.18";"allow"
304;"GET";118;"null";"88.191.127.22";"08:30:54";"DIRECT";250;"http://packages.medibuntu.org/dists/precise/non-free/binary-amd64/Packages.bz2";"192.168.4.4";"no_label"
304;"GET";145;"null";"192.168.4.4";"08:30:54";"DEFAULT_PARENT";300;"http://packages.medibuntu.org/dists/precise/non-free/binary-amd64/Packages.bz2";"10.159.207.18";"no_label"
304;"GET";144;"null";"88.191.127.22";"08:30:54";"DIRECT";249;"http://packages.medibuntu.org/dists/precise/free/binary-i386/Packages.bz2";"192.168.4.4";"no_label"
304;"GET";61;"null";"91.189.92.176";"08:30:54";"DIRECT";347;"http://archive.ubuntu.com/ubuntu/dists/precise-updates/main/binary-amd64/Packages.bz2";"192.168.4.4";"allow"
304;"GET";61;"null";"91.189.92.177";"08:30:54";"DIRECT";346;"http://archive.ubuntu.com/ubuntu/dists/precise-updates/restricted/binary-amd64/Packages.bz2";"192.168.4.4";"allow"
404;"GET";80;"text/html";"91.189.92.150";"08:30:54";"DIRECT";619;"http://archive.canonical.com/ubuntu/dists/precise/partner/i18n/Translation-en.xz";"192.168.4.4";"allow"
304;"GET";147;"null";"192.168.4.4";"08:30:54";"DEFAULT_PARENT";299;"http://packages.medibuntu.org/dists/precise/free/binary-i386/Packages.bz2";"10.159.207.18";"no_label"
304;"GET";66;"null";"192.168.4.4";"08:30:54";"DEFAULT_PARENT";397;"http://archive.ubuntu.com/ubuntu/dists/precise-updates/main/binary-amd64/Packages.bz2";"10.159.207.18";"allow"
